exposure,outcome,stratification,subgroup,subgroup_n,subgroup_participants,adj_set_idx,adj_set_size,adj_set,status,coef_mean,coef_median,coef_std,coef_ci_lower,coef_ci_upper,p_value_median,p_value_mean,cohens_d_mean,cohens_d_median,cohens_d_ci_lower,cohens_d_ci_upper,n_pairs,n_obs,n_subjects,n_bootstrap_success,significant
promis_dep_sum_t,rem_std_t,age,Middle_40-59,7894,7894,1,4,awake_mean_tm1; awake_std_tm1; rem_mean_tm1; rem_std_tm1,success,38.12266498832342,37.709132129830394,9.634670165289162,20.290958339674816,57.54388648491024,0.01556560064062917,0.0419784921005848,0.07723484248320844,0.07710616703498868,0.04038198340750335,0.11813877958905968,2135,2344,2344,50,True
promis_dep_sum_t,rem_std_t,age,Middle_40-59,7894,7894,2,4,awake_mean_tm1; deep_mean_tm1; light_mean_tm1; rem_mean_tm1,success,62.745800497052194,61.76054851273972,12.851480714774505,39.53051691141157,86.73336975143718,0.0006822383569338833,0.004169893626049811,0.12942196343580772,0.12477115162621177,0.08236778721087078,0.17640357374672525,2152,2356,2356,50,True
promis_dep_sum_t,rem_std_t,age,Middle_40-59,7894,7894,3,4,awake_mean_tm1; awake_std_tm1; breath_v_average_std_tm1; rem_mean_tm1,success,71.81479445894513,73.23307319114886,11.264720443415957,53.35753647961539,91.31972332281909,4.529368574248221e-05,0.0008142354088775311,0.14422727152571108,0.1475844157252454,0.1058519946109233,0.18636356210155094,2211,2410,2410,50,True
promis_dep_sum_t,rem_std_t,age,Middle_40-59,7894,7894,4,5,awake_mean_tm1; awake_std_tm1; breath_v_average_std_tm1; rem_mean_tm1; temperature_trend_deviation_std_tm1,success,44.67048582283744,45.01079204045257,13.177226583412082,18.122864888451254,71.08141350880248,0.015189554358923562,0.04818402842847323,0.09012023385017826,0.09080806573413452,0.036149687860345406,0.14112915968688863,2181,2378,2378,50,True
promis_dep_sum_t,rem_std_t,age,Middle_40-59,7894,7894,5,5,awake_mean_tm1; awake_std_tm1; deep_std_tm1; light_mean_tm1; rem_mean_tm1,success,47.18532467167143,46.905248927449676,10.698219123160229,24.59042811964137,64.19015805093758,0.008835906436123716,0.024067885419891702,0.09622231865299109,0.09634235740900168,0.05102049952524819,0.13048550688615113,2178,2362,2362,50,True
promis_dep_sum_t,rem_std_t,age,Young_<40,4358,4358,1,4,awake_mean_tm1; awake_std_tm1; rem_mean_tm1; rem_std_tm1,success,9.699487523019384,7.914487229463896,16.4674888583533,-16.26814025759912,35.07330706956658,0.5255953562194454,0.5048359081379319,0.020016208913379515,0.016344279631853774,-0.03367960653165783,0.0701963159726024,1182,1284,1284,50,False
promis_dep_sum_t,rem_std_t,age,Young_<40,4358,4358,2,4,awake_mean_tm1; deep_mean_tm1; light_mean_tm1; rem_mean_tm1,success,47.010630997371635,43.68233441725671,18.20214597480794,15.768812036524649,81.07785477296784,0.06066871237739855,0.11048246362516564,0.09873583557049095,0.09109302517063092,0.03354147155237451,0.16497856324125407,1198,1340,1340,50,False
promis_dep_sum_t,rem_std_t,age,Young_<40,4358,4358,3,4,awake_mean_tm1; awake_std_tm1; breath_v_average_std_tm1; rem_mean_tm1,success,31.870221126792018,29.75972696756302,17.936289903354567,-1.4464619896498037,61.66153785834485,0.15411728693156784,0.23631526993557983,0.0662597801400325,0.06304817195519638,-0.0030303127049580796,0.12953110589757208,1186,1278,1278,50,False
promis_dep_sum_t,rem_std_t,age,Young_<40,4358,4358,4,5,awake_mean_tm1; awake_std_tm1; breath_v_average_std_tm1; rem_mean_tm1; temperature_trend_deviation_std_tm1,success,71.68339053458348,71.83819333440664,11.914822705813371,48.17834926678832,88.26724688133963,0.0013365381535585114,0.005314247413141733,0.1471583799509782,0.1468757501904285,0.09734107191064706,0.1822746311674693,1223,1328,1328,50,True
promis_dep_sum_t,rem_std_t,age,Young_<40,4358,4358,5,5,awake_mean_tm1; awake_std_tm1; deep_std_tm1; light_mean_tm1; rem_mean_tm1,success,38.556343207212876,37.78285648406468,15.16441536685081,5.48937483273999,67.59114614173119,0.10649678072255747,0.16507688324709924,0.08054825242755025,0.07812534261646094,0.011471148302945678,0.1411767309746676,1179,1272,1272,50,False
promis_dep_sum_t,rem_std_t,age,Older_60+,2536,2536,1,4,awake_mean_tm1; awake_std_tm1; rem_mean_tm1; rem_std_tm1,success,35.8680077425547,33.94238156433538,17.04165607239017,9.398512851137106,67.77803177212482,0.20625779623305718,0.25298319335708,0.07795990959173549,0.07378634539145038,0.020373728143201944,0.14399510005909494,659,728,728,50,False
promis_dep_sum_t,rem_std_t,age,Older_60+,2536,2536,2,4,awake_mean_tm1; deep_mean_tm1; light_mean_tm1; rem_mean_tm1,success,73.43876465554487,73.01676917204034,22.153217042019225,31.23451132085115,116.7393227011888,0.016617704124666077,0.05365050236728365,0.14897481979924418,0.15086526529463096,0.06232340620948641,0.2321307250146107,690,730,730,50,True
promis_dep_sum_t,rem_std_t,age,Older_60+,2536,2536,3,4,awake_mean_tm1; awake_std_tm1; breath_v_average_std_tm1; rem_mean_tm1,success,42.18902222150843,41.95350374583757,21.351861813200085,3.2858428774226027,77.02489847465904,0.20548005901420763,0.26671288301520557,0.08411963752631717,0.08204793331458246,0.006866742438325222,0.14921761644534076,661,720,720,50,False
promis_dep_sum_t,rem_std_t,age,Older_60+,2536,2536,4,5,awake_mean_tm1; awake_std_tm1; breath_v_average_std_tm1; rem_mean_tm1; temperature_trend_deviation_std_tm1,success,4.85079109030723,4.366265451897357,24.18581012589237,-49.71505740671564,40.679961666289515,0.5936313570036593,0.5749880136819808,0.010304964952544989,0.00927150759236186,-0.10416508558683896,0.08655725687008539,675,746,746,50,False
promis_dep_sum_t,rem_std_t,age,Older_60+,2536,2536,5,5,awake_mean_tm1; awake_std_tm1; deep_std_tm1; light_mean_tm1; rem_mean_tm1,success,37.67330028972668,40.734334182616166,23.183328313441596,0.19454747406434725,81.05123850820638,0.15782377236794715,0.31578612011814006,0.0766397678946609,0.08310808378647205,0.0003940621824148532,0.16666220269048035,689,764,764,50,False
promis_dep_sum_t,rem_std_t,race,White,13116,13116,1,4,awake_mean_tm1; awake_std_tm1; rem_mean_tm1; rem_std_tm1,success,31.14786784491819,30.951919520154647,7.705729743998815,13.61958472766211,43.7687742948875,0.011282443787622595,0.0342668607737834,0.06374290942444197,0.06369281489977283,0.02843257144872081,0.08825800061933263,3596,4012,4012,50,True
promis_dep_sum_t,rem_std_t,race,White,13116,13116,2,4,awake_mean_tm1; deep_mean_tm1; light_mean_tm1; rem_mean_tm1,success,62.84252429361702,63.21828536721895,10.366350726073094,45.43793713881244,81.32139736369757,6.028502193922523e-06,0.0001855086687141711,0.1298137821495309,0.1316031154821609,0.09410676540992709,0.16874263988670082,3611,4048,4048,50,True
promis_dep_sum_t,rem_std_t,race,White,13116,13116,3,4,awake_mean_tm1; awake_std_tm1; breath_v_average_std_tm1; rem_mean_tm1,success,52.37622537733055,52.64777805317677,9.290108867819143,36.50972172458548,69.49206186146316,0.00010613847425278947,0.0007800009997450678,0.10871098470043622,0.10957907575137592,0.07773880096047378,0.14576541612454746,3616,4012,4012,50,True
promis_dep_sum_t,rem_std_t,race,White,13116,13116,4,5,awake_mean_tm1; awake_std_tm1; breath_v_average_std_tm1; rem_mean_tm1; temperature_trend_deviation_std_tm1,success,59.60026818566115,60.375789971925215,9.962855140368063,44.003436027205524,78.71264873618863,1.6890127735867842e-05,0.0002523868209666368,0.12038248256680573,0.12195535586967968,0.08839091322856729,0.15939450913488346,3564,3904,3904,50,True
promis_dep_sum_t,rem_std_t,race,White,13116,13116,5,5,awake_mean_tm1; awake_std_tm1; deep_std_tm1; light_mean_tm1; rem_mean_tm1,success,53.079784747915184,53.07609838800034,8.969834254233499,36.00516367223692,68.54072932992526,0.0001276109781209638,0.0010878311330515724,0.10822707935688436,0.10779391004230227,0.0731401333970935,0.14206591381247086,3615,4030,4030,50,True
promis_dep_sum_t,rem_std_t,race,Non-White,1672,1672,1,4,awake_mean_tm1; awake_std_tm1; rem_mean_tm1; rem_std_tm1,success,18.209308750098813,18.262165302831562,20.892336429084125,-19.094802321145206,56.628052631048746,0.5573187181801904,0.5236837873938996,0.035997443836553455,0.036161947600989466,-0.0390096007018546,0.11622809788860483,462,492,492,50,False
promis_dep_sum_t,rem_std_t,race,Non-White,1672,1672,2,4,awake_mean_tm1; deep_mean_tm1; light_mean_tm1; rem_mean_tm1,success,31.501481082276968,26.383648202503817,28.259773743273286,-13.086871573065835,94.40055870578074,0.49521528364056716,0.47441379174464443,0.06013147077164673,0.05212625581167539,-0.025426271743249514,0.18340606596958411,470,528,528,50,False
promis_dep_sum_t,rem_std_t,race,Non-White,1672,1672,3,4,awake_mean_tm1; awake_std_tm1; breath_v_average_std_tm1; rem_mean_tm1,success,60.7142850736851,60.66716726863424,28.228208051167215,21.287741704434577,107.87920432398829,0.111157619621193,0.16809285842725713,0.12486603135799074,0.12163177389831707,0.04547203219111288,0.2222453665271957,458,502,502,50,False
promis_dep_sum_t,rem_std_t,race,Non-White,1672,1672,4,5,awake_mean_tm1; awake_std_tm1; breath_v_average_std_tm1; rem_mean_tm1; temperature_trend_deviation_std_tm1,success,7.578017816792556,6.513447798017031,23.58446672202467,-30.483347297752104,59.39757317715365,0.677269765263104,0.6564853593363208,0.0152040008482612,0.012902446361412113,-0.058644881130074676,0.121753217633938,450,504,504,50,False
promis_dep_sum_t,rem_std_t,race,Non-White,1672,1672,5,5,awake_mean_tm1; awake_std_tm1; deep_std_tm1; light_mean_tm1; rem_mean_tm1,success,-1.8556935238030152,-2.8238780509839403,28.639892895466236,-48.76042454415496,62.034914945507246,0.6714408512766195,0.6021500547972163,-0.0029204606695510337,-0.005644484181423364,-0.09084288794406127,0.11842482069614113,464,528,528,50,False
